ACAP2;-0.015232
ACAT1;-0.038384
ACAT2;0.055434
ACBD3;7.92064
ACBD4;-1.26991
ACD;2.74444
ACE;5.96341
ACIN1;-0.0323865
ACKR1;-2.40239
ACKR2;-5.35656
ACKR3;-1.01756
ACKR4;-4.59072
ACLY;0.0428557
ACO1;-1.77149
ACO2;6.03114
ACOT11;0.047333
ACOT13;6.78552
ACOT7;7.59495
ACOT8;2.31671
ACOT9;3.80907
ACOX1;2.16633
ACOX2;-0.0001425
ACOX3;-9.93798
ACOXL;5.76795
ACP1;3.87212
ACP2;2.40556
ACP5;3.31517
ACP6;-7.94742
ACPP;-2.94106
ACR;2.25136
ACRV1;0.022713
ACSBG1;0.170687
ACSBG2;-3.11277
ACSF2;-1.34887
ACSL1;5.07794
ACSL3;-6.70868
ACSL4;3.83505
ACSL5;-2.74445
ACSL6;2.46578
ACSM3;-4.41205
ACSM5;-1.17461
ACSS3;-3.62446
ACTA1;7.68339
ACTA2;-0.038567
ACTC1;-0.384898
ACTG1;-0.119023
ACTG2;-5.33491
ACTL6A;5.80793
ACTL6B;2.34793
ACTL7A;-7.66809
ACTL7B;-0.036455
ACTN1;-1.45341
ACTN2;0.391837
ACTN3;-9.96358
ACTN4;-1.29103
ACTR10;-2.41919
ACTR1A;3.11486
ACTR1B;-1.19004
ACTR2;3.01277
ACTR3;5.15298
ACTR3B;0.071327
ACTR5;5.37771
ACTR6;4.71077
ACTR8;-0.0132601
ACVR1;-0.458475
ACVR1B;-0.0001467
ACVR2A;-0.019637
ACVR2B-AS1;2.37112
ACVRL1;-6.18793
ACYP2;2.86887
ADA;6.81737
ADA2;-1.34086
ADAM10;-2.60277
ADAM11;-3.15685
ADAM12;-5.94362
ADAM17;2.28659
ADAM18;-2.32782
ADAM19;0.020754
ADAM2;9.82014
ADAM20;4.72684
ADAM22;-0.047913
ADAM23;-0.054397
ADAM28;-5.56262
ADAM29;-4.41883
ADAM5;-9.19952
ADAM7;2.22306
ADAM8;2.34399
ADAM9;0.037318
ADAMDEC1;2.46952
ADAMTS1;0.022368
ADAMTS12;-1.92566
ADAMTS13;-9.39981
ADAMTS2;-4.86437
ADAMTS20;-7.38613
ADAMTS3;-8.81792
ADAMTS5;-1.13749
ADAMTS6;-5.67776
ADAMTS7;7.12534
ADAMTS8;-1.50608
ADAMTS9;-0.388237
ADAMTSL3;-2.99112
ADAMTSL4;-3.76186
ADAP1;3.46649
ADAP2;-9.73348
ADAR;-5.74575
ADARB1;-1.84103
ADCY1;-5.25144
ADCY10;-1.89818
ADCY2;-5.92869
ADCY6;-3.09173
ADCY7;3.44189
ADCY8;9.60544
ADCY9;-4.56912
ADCYAP1;-1.92049
ADCYAP1R1;3.63893
ADD1;-0.530663
ADD2;7.60585
ADD3;-4.64457
ADGB;7.02005
ADGRA2;-7.79322
ADGRA3;2.79922
ADGRB1;6.96591
ADGRB2;-1.69357
ADGRB3;-7.19252
ADGRD2;2.83469
ADGRE1;7.68471
ADGRE2;3.58796
ADGRE3;-3.70717
ADGRE5;7.21003
ADGRF1;0.202794
ADGRF5;-8.44159
ADGRG1;9.67612
ADGRG2;3.17497
ADGRG3;0.063897
ADGRL1;-0.048261
ADGRL2;-3.63538
ADGRL3;-7.59341
ADGRL4;-1.23639
ADGRV1;-8.41319
ADH1A;-2.69183
ADH1B;-2.27109
ADH1C;-1.10176
ADH5;6.40519
ADH6;2.49176
ADH7;4.51806
ADI1;6.68516
ADIPOQ;-2.03396
ADIPOR2;-9.82935
ADIRF;-0.034168
ADM;0.012967
ADM2;6.01965
ADNP;-0.041809
ADNP2;-7.89591
ADO;0.0200302
ADORA1;0.024866
ADORA2A;-1.65913
ADORA3;-1.00816
ADPRH;-5.08744
ADPRM;-0.062106
ADRA1A;-0.038628
ADRA1B;0.058758
ADRA1D;-7.38261
ADRA2A;-1.80409
ADRA2B;3.38316
ADRA2C;2.65128
ADRB1;0.034613
ADRB2;-5.12587
ADRB3;3.22359
ADRM1;8.17863
ADSL;5.79481
ADSS;-9.38252
ADTRP;2.54761
AEBP1;-1.46822
AEN;2.03278
AFAP1;-0.034916
AFDN;-2.55918
AFDN-DT;-1.03796
AFF1;-2.61465
AFF2;-7.05596
AFF3;-1.19486
AFF4;7.63189
AFM;-1.62324
AFP;-1.36547
AFTPH;-0.262765
AGA;-2.83344
AGAP1;-1.98782
AGBL2;-0.628569
AGBL3;-9.51055
AGBL5;3.48247
AGER;-0.0006448
AGFG1;3.48861
AGFG2;-6.99772
AGGF1;-5.99114
AGK;3.51395
AGL;-4.86436
AGMAT;3.94459
AGO1;0.024095
AGO3;0.029095
AGO4;-3.90623
AGPAT1;-0.050526
AGPAT2;-2.05752
AGPAT3;-1.38858
AGPAT4;3.55819
AGPAT5;2.33933
AGPS;-5.22742
AGR2;-3.33076
AGRN;-2.12493
AGRP;-6.94204
AGT;-1.69213
AGTR1;-1.59253
AGTR2;-9.84417
AHCTF1;3.44569
AHCY;6.66493
AHCYL1;-3.59861
AHDC1;-3.69258
AHI1;-5.43909
AHNAK;-8.05603
AHNAK2;-0.115684
AHR;-7.42115
AHSA1;3.39025
AHSG;-8.28552
AHSP;4.78889
AICDA;-3.47559
AIDA;-1.37771
AIF1;0.019724
AIFM1;4.49993
AIMP2;2.95074
AIP;2.57684
AIPL1;3.52869
AIRE;2.02075
AJAP1;-0.209043
AK1;-1.60263
AK2;5.43443
AK5;-2.15371
AKAP10;-0.468044
AKAP11;-0.639729
AKAP12;-1.57967
AKAP13;-0.013902
AKAP17A;-3.09029
AKAP3;-0.0009312
AKAP5;-8.88715
AKAP7;-1.69095
AKAP8;-2.02818
AKAP8L;-1.32918
AKAP9;-7.52465
AKIP1;-3.32181
AKIRIN1;0.030892
AKR1A1;2.33034
AKR1B1;2.60919
AKR1B10;7.91279
AKR1C1;4.95065
AKR1C2;3.91215
AKR1C3;-7.08421
AKR1C4;2.73939
AKR1D1;0.013171
AKR7A2;-2.45495
AKR7A3;-9.06566
AKT1;-5.65691
AKT2;2.37448
AKT3;-0.260126
AKTIP;-1.55918
ALAD;-9.85246
ALAS1;4.48758
ALB;-0.014019
ALCAM;-1.56517
ALDH18A1;0.306193
ALDH1A1;-1.02173
ALDH1A2;-3.43049
ALDH1A3;-0.359051
ALDH1B1;6.04972
ALDH1L1;-1.04319
ALDH2;-0.035525
ALDH3A2;-6.14245
ALDH3B2;-0.462719
ALDH4A1;0.385168
ALDH5A1;4.67724
ALDH6A1;-8.64619
ALDH7A1;3.53269
ALDH8A1;-5.15405
ALDH9A1;-4.00667
ALDOB;2.27046
ALG12;-1.30014
ALG13;-8.35002
ALG1L2;3.48449
ALG3;7.83598
ALG5;-2.45958
ALG6;3.11571
ALG8;-1.77252
ALG9;6.56889
ALK;4.24649
ALKBH1;-2.55604
ALKBH4;-1.79894
ALLC;-1.17269
ALMS1;-7.31857
ALOX12;7.02435
ALOX12B;0.033021
ALOX12P2;7.68229
ALOX15;5.37312
ALOX15B;-1.56818
ALOX5;-3.59255
ALOXE3;-1.33191
ALPG;-5.98316
ALPK1;-1.15122
ALPK3;-3.51348
ALPL;2.98102
ALPP;0.037178
ALX1;8.75307
ALX3;5.87447
ALX4;2.81347
AMACR;-1.60074
AMBN;-2.64543
AMBP;3.25173
AMBRA1;-2.12589
AMELX;3.90464
AMELY;5.79716
AMFR;-9.76678
AMH;-6.00841
AMHR2;0.014392
AMIGO2;-1.71745
AMMECR1;3.70787
AMN;9.89482
AMOT;2.30935
AMOTL2;-5.25703
AMPD1;-5.49659
AMPD2;3.26491
AMPD3;2.87181
AMPH;-1.03253
AMT;-0.100623
ANAPC10;4.94981
ANAPC13;3.13296
ANAPC15;3.35553
ANAPC2;-6.10208
ANG;-0.919417
ANGEL1;-2.95221
ANGEL2;-4.32139
ANGPT1;-4.30133
ANGPT2;-2.07095
ANGPTL2;-0.096619
ANGPTL7;-1.07124
ANK1;0.434571
ANK2;-3.43505
ANK3;-2.75726
ANKEF1;-4.25164
ANKFY1;-6.98481
ANKH;-9.29256
ANKLE2;5.18356
ANKMY1;-7.36348
ANKMY2;-9.38387
ANKRA2;-1.09131
ANKRD1;-2.98519
ANKRD10;-0.810861
ANKRD11;4.66115
ANKRD12;-0.087897
ANKRD2;-0.159367
ANKRD26;-0.011051
ANKRD27;4.48377
ANKRD28;-6.26934
ANKRD34C;0.441763
ANKRD36;-4.59133
ANKRD36B;-9.31132
ANKRD36BP2;-1.72364
ANKRD40;9.09448
ANKRD40CL;-9.37781
ANKRD46;7.57618
ANKRD49;-0.042888
ANKRD55;-2.40411
ANKRD6;-5.84098
ANKS1B;-1.76527
ANKZF1;-4.19973
ANO1;-1.59681
ANO10;7.58657
ANO2;-3.44363
ANO3;2.24794
ANOS1;-1.52979
ANP32A;2.47515
ANP32B;6.27632
ANP32C;-2.11628
ANP32D;-4.55904
ANP32E;0.115639
ANPEP;-1.28944
ANTXR1;-2.24778
ANXA1;-1.01513
ANXA10;-7.10907
ANXA11;-4.83288
ANXA13;2.37585
ANXA2;-1.05991
ANXA3;-6.41134
ANXA4;-3.39053
ANXA5;-8.11854
ANXA6;-3.42511
ANXA7;-9.76417
ANXA9;-0.210021
AOC1;9.11962
AOC2;-2.63432
AOC3;-1.40901
AOC4P;-1.17107
AOX1;-8.86571
AP1AR;-0.034562
AP1B1;0.325333
AP1G1;4.53656
AP1G2;-5.54232
AP1M2;-2.35121
AP1S1;5.00188
AP1S2;-1.17722
AP2A2;-1.21994
AP2B1;-2.48251
AP2M1;0.224639
AP2S1;4.09429
AP3B1;-3.68369
AP3B2;-2.10523
AP3D1;2.68819
AP3M2;-5.26175
AP3S1;-0.095957
AP4E1;3.99701
AP4S1;-1.25153
AP5M1;-2.43641
AP5S1;-1.59883
AP5Z1;-1.01015
APAF1;-1.60807
APBA1;-1.39454
APBA2;8.69991
APBA3;-1.30342
APBB1;-6.58382
APBB1IP;5.54302
APBB2;-9.11012
APBB3;-5.98751
APC;-7.37627
APC2;0.030542
APEH;-0.387579
APEX1;3.42296
APEX2;2.45381
APH1B;-4.62633
APLNR;-7.89013
APLP2;-1.85859
APMAP;-2.03457
APOA1;6.21328
APOA2;9.27316
APOB;-3.55004
APOBEC3A;0.127713
APOBEC3B;2.67431
APOBEC3C;4.25364
APOBEC3F;3.43164
APOBEC3G;4.53343
APOBR;-7.32744
APOC1;9.14708
APOC3;5.10133
APOD;-0.015506
APOE;4.94311
APOF;-3.54294
APOH;-5.01842
APOL1;2.46396
APOL3;-0.336944
APOL5;2.03345
APOLD1;9.20347
APOM;-3.17509
APOO;5.22996
APP;-1.40928
APPBP2;-6.21001
APPL1;-0.504551
APPL2;-1.01113
APRT;7.68902
APTX;-5.14724
AQP1;-1.00053
AQP2;2.51422
AQP3;3.27194
AQP6;-9.34719
AQP9;2.28164
AQR;-0.602049
AR;-1.67738
ARAF;-9.92055
ARAP1;-3.18611
ARAP3;-3.11213
ARC;-1.80191
ARCN1;0.012507
AREG;-2.46793
AREL1;2.05581
ARF3;2.58471
ARF4;-0.427289
ARF5;2.16464
ARF6;3.07298
ARFGAP1;-1.44556
ARFGAP2;-1.68511
ARFGAP3;0.269301
ARFGEF1;-0.888792
ARFGEF2;-1.22163
ARFIP1;-3.24299
ARFIP2;-3.77561
ARFRP1;3.55074
ARG1;-9.05132
ARG2;3.08837
ARGLU1;-6.76439
ARHGAP1;-3.99317
ARHGAP10;-2.33702
ARHGAP11A;6.68217
ARHGAP12;-5.50265
ARHGAP15;9.11823
ARHGAP19;-0.651254
ARHGAP22;2.30236
ARHGAP24;-4.93066
ARHGAP26;4.45779
ARHGAP28;-0.484489
ARHGAP29;-0.088321
ARHGAP32;-7.63304
ARHGAP33;-5.92039
ARHGAP35;-4.00388
ARHGAP4;2.40322
ARHGAP44;-2.98449
ARHGAP45;-9.97957
ARHGAP5;-6.38434
ARHGAP6;-1.98477
ARHGDIA;3.56552
ARHGDIB;-3.25147
ARHGDIG;-5.87706
ARHGEF1;0.318389
ARHGEF10;-8.05877
ARHGEF11;-1.13825
ARHGEF12;-0.093486
ARHGEF15;-3.92177
ARHGEF16;-3.02586
ARHGEF17;-0.016291
ARHGEF18;-5.17377
ARHGEF2;-2.51957
ARHGEF26;-5.78041
ARHGEF28;-6.73548
ARHGEF3;-9.01164
ARHGEF38;-4.38944
ARHGEF4;2.19809
ARHGEF40;-0.106178
ARHGEF5;-1.07121
ARHGEF6;-4.39735
ARHGEF7;-1.93244
ARHGEF9;0.246686
ARID1A;-4.91584
ARID3A;4.19937
ARID3B;-2.27457
ARID4A;-5.95909
ARID4B;-0.0028085
ARID5A;-4.87623
ARID5B;-7.82218
ARIH2;-2.75892
ARL1;-2.69617
ARL14;7.01173
ARL15;-1.97141
ARL2;2.55653
ARL2BP;2.80512
ARL3;-4.53978
ARL4A;-4.77482
ARL4D;-6.73878
ARL6IP1;0.032099
ARL6IP4;-0.022789
ARL6IP5;-5.42772
ARL8B;-2.33271
ARMC1;4.77122
ARMC4;-0.252742
ARMC6;3.52014
ARMC7;-4.29079
ARMC8;-3.51733
ARMC9;-5.01023
ARMCX1;-1.25737
ARMCX2;-0.107324
ARMCX3;-3.18545
ARMCX4;-2.83582
ARMCX5;-5.36011
ARMCX6;-0.307079
ARMH3;-2.77111
ARMT1;-1.36941
ARNT;-1.44738
ARNT2;-5.46709
ARNTL;-0.426145
ARPC1A;3.12166
ARPC1B;5.35562
ARPC2;2.16729
ARPC5;0.276652
ARPC5L;0.091166
ARPP19;-1.39806
ARPP21;-0.271315
ARR3;7.75578
ARRB1;-0.057693
ARSA;-1.01606
ARSB;4.23955
ARSD;-9.23736
ARSE;-4.29736
ARSF;8.89908
ARSJ;-7.14721
ART1;4.29221
ART4;-4.57048
ARTN;7.05184
ARVCF;-0.031725
ASAH1;-6.50319
ASAP1;2.80862
ASAP2;2.40049
ASAP3;-5.75128
ASB1;-1.96625
ASB13;-7.37413
ASB4;0.014701
ASB7;2.16975
ASB8;-4.50862
ASB9;2.69472
ASCC1;3.56732
ASCC2;0.031901
ASCC3;3.95384
ASCL1;-2.89396
ASCL2;8.97351
ASCL3;5.05165
ASF1A;3.20949
ASGR2;-5.32826
ASH1L;-1.21554
ASH2L;-2.24337
ASIC1;9.89426
ASIC2;2.83864
ASIP;2.51654
ASL;-1.69101
ASMT;3.42205
ASMTL;-8.88475
ASNA1;-2.50567
ASNSD1;-1.06245
ASPA;-1.25164
ASPH;-0.078882
ASPHD1;5.39353
ASPM;0.0002877
ASPN;-2.80902
ASPSCR1;-0.042911
ASRGL1;9.48265
ASTE1;-0.925053
ASTN1;-6.63793
ASTN2;-1.44937
ASXL1;-2.57097
ASXL2;-1.62547
ATAD2B;2.74716
ATAD3A;5.31778
ATAD5;7.88372
ATAT1;-5.14499
ATF1;-5.16061
ATF2;-6.86191
ATF3;7.17432
ATF4;5.39811
ATF5;2.48911
ATF6;9.13883
ATF6B;8.20444
ATF7;3.51137
ATF7IP;-0.0001626
ATF7IP2;0.127114
ATG10;-5.60865
ATG101;4.40036
ATG12;-3.86395
ATG14;-8.16296
ATG16L1;-3.42504
ATG2A;-1.35951
ATG2B;-7.32737
ATG3;0.0007763
ATG4A;-0.031816
ATG4B;-1.96657
ATG7;-5.32626
ATM;-3.97666
ATN1;-2.49839
ATOH1;0.051329
ATOX1;0.032731
ATP10A;-2.67613
ATP10B;-3.24191
ATP10D;-5.46653
ATP11A;7.09458
ATP11B;2.26914
ATP13A1;2.11792
ATP13A2;-1.66254
ATP13A3;4.40647
ATP1A1;-3.55491
ATP1A2;-1.12876
ATP1A3;-3.21753
ATP1B1;-9.20353
ATP1B2;-7.13138
ATP1B3;7.36168
ATP1B4;2.52755
ATP2A1;-1.06634
ATP2A2;2.54165
ATP2A3;-2.39662
ATP2B1;-5.87635
ATP2B3;0.383178
ATP2B4;-0.157757
ATP2C1;5.51741
ATP2C2;5.21637
ATP4A;6.83333
ATP4B;3.37537
ATP5F1A;2.12519
ATP5F1B;4.86079
ATP5F1C;4.24004
ATP5F1D;-1.47771
ATP5F1E;2.02497
ATP5IF1;-0.189399
ATP5MC1;3.11381
ATP5MC2;-3.98445
ATP5MC3;5.08282
ATP5ME;-1.13347
ATP5MF;4.88589
ATP5MG;3.92808
ATP5MPL;0.117221
ATP5PD;2.11416
ATP5PF;2.27164
ATP5PO;-1.18799
ATP6AP1;-0.802019
ATP6AP2;-1.92366
ATP6V0A1;-4.13448
ATP6V0A4;8.27945
ATP6V0B;5.53208
ATP6V0C;-2.14216
ATP6V0D1;3.41601
ATP6V0E1;-2.25787
ATP6V0E2;-6.98638
ATP6V1A;7.31668
ATP6V1B1;4.72107
ATP6V1B2;7.08082
ATP6V1C1;2.03509
ATP6V1D;-1.00669
ATP6V1E1;8.65944
ATP6V1F;4.82722
ATP6V1G1;-1.29999
ATP6V1G2;-0.432562
ATP7A;-0.035447
ATP7B;-8.06495
ATP8A1;-3.87666
ATP8A2;-4.71475
ATP8B1;-1.28311
ATP8B2;-0.039712
ATP8B3;-1.74385
ATP8B4;-2.83472
ATP9A;-0.121663
ATP9B;-5.08312
ATPAF2;-5.16428
ATR;-1.28963
ATRAID;-9.53563
ATRN;-0.015243
ATRNL1;-1.45046
ATRX;-4.61193
ATXN1;-1.12443
ATXN10;-9.11989
ATXN2;-4.21331
ATXN2L;3.74778
ATXN3;5.30477
ATXN3L;-4.51876
ATXN7;-4.20371
ATXN7L3B;-2.38744
AUH;-6.53911
AUNIP;6.65591
AUP1;-0.036683
AURKA;2.06836
AURKAIP1;6.44391
AURKB;0.022759
AURKC;0.325856
AUTS2;-4.92087
AVEN;4.44855
AVIL;-0.193186
AVL9;0.0037729
AVP;4.81636
AVPI1;4.43729
AVPR1B;-8.99804
AVPR2;-4.21136
AXIN1;-7.89875
AXL;-6.75342
AZGP1;-1.82164
AZGP1P1;-0.015665
AZI2;-3.20079
AZIN1;2.59019
B2M;-1.63385
B3GALNT1;-0.795593
B3GALT1;7.90608
B3GALT2;-0.050608
B3GALT4;-1.33173
B3GALT5;7.05925
B3GAT1;5.42315
B3GAT3;-3.42555
B3GNT2;2.95448
B3GNT3;9.58135
B3GNT4;3.35177
B3GNTL1;-3.57292
B4GALNT1;-0.010969
B4GALT3;0.016704
B4GALT4;0.376622
B4GALT5;5.14107
B4GALT6;-1.53178
B4GALT7;-4.33817
B4GAT1;-4.15847
B9D1;-2.81419
B9D2;9.66416
BAALC;-1.00795
BAAT;4.65853
BABAM1;3.14701
BABAM2;-1.75498
BACE1;-0.0006289
BACE2;4.17689
BACH1;-3.03745
BACH2;-5.65755
BAD;-1.72159
BAG1;-8.05637
BAG2;3.63675
BAG3;-0.308323
BAG4;7.05574
BAG5;-3.55895
BAHCC1;-6.38413
BAHD1;-1.51412
BAIAP2;-1.59448
BAIAP2L2;-5.00457
BAIAP3;-1.33562
BAK1;7.78481
BANF1;5.40453
BANK1;4.00118
BANP;-0.252573
BAP1;-1.45694
BARD1;4.64598
BARX1;5.86734
BATF;-0.329686
BAX;2.00376
BAZ1A;4.72272
BAZ1B;0.313502
BAZ2A;-9.42362
BAZ2B;-1.15651
BBC3;-0.309408
BBIP1;-7.66564
BBOF1;-1.10024
BBOX1;8.57024
BBS1;-1.07047
BBS10;-5.55578
BBS4;-1.10255
BBS7;3.54482
BBS9;-6.94477
BBX;-3.07596
BCAM;-1.75586
BCAN;5.08654
BCAP29;-2.40908
BCAP31;3.63656
BCAR3;-7.49862
BCAS1;-1.13435
BCAS2;4.36018
BCAS3;-4.71043
BCAS4;-1.01314
BCAT1;0.082102
BCAT2;-4.54357
BCCIP;2.67015
BCHE;-8.31782
BCKDHA;-2.69245
BCKDHB;-0.010737
BCKDK;-3.66274
BCL10;-2.89974
BCL11B;0.147802
BCL2;-6.88834
BCL2A1;2.96722
BCL2L1;-4.04427
BCL2L10;-0.035907
BCL2L11;0.386717
BCL2L14;5.57777
BCL2L2;-2.89091
BCL3;-1.08926
BCL6;-6.45873
BCL7A;-4.19973
BCL7C;-0.922233
BCL9;-0.057959
BCLAF1;-1.53112
BCO1;-0.0005276
BCOR;-3.56446
BCORL1;-2.47872
BCR;5.07844
BCS1L;-2.45433
BDH1;-7.35188
BDH2;-1.05242
BDKRB1;0.0002213
BDKRB2;-2.34233
BDNF;-5.76182
BEAN1;-3.11488
BECN1;-7.44003
BEGAIN;-0.011011
BEND5;-0.097673
BEST1;5.52901
BEST2;3.47964
BET1;-1.97752
BET1L;-1.15883
BEX1;-1.19164
BEX3;-2.98142
BEX4;-8.20936
BFAR;-1.11532
BFSP1;2.61678
BFSP2;-2.86348
BGN;-1.37561
BHLHB9;-7.64306
BHLHE40;-1.04392
BHLHE41;-9.54485
BHMT;-2.41687
BHMT2;-0.012743
BICC1;-5.38856
BICD1;-2.68565
BICD2;-1.04241
BICDL1;-8.28003
BICRA;-3.32933
BICRAL;-0.060649
BID;7.36201
BIK;-1.12173
BIN1;7.14841
BIN3;-5.33251
BIRC2;8.03895
BIRC3;0.105284
BIRC5;2.35506
BIRC7;4.46272
BLCAP;-3.74668
BLK;-1.27788
BLMH;-2.18083
BLNK;-4.17065
BLOC1S1;-1.78158
BLVRB;-2.48126
BLZF1;-3.30757
BMERB1;-0.136153
BMP1;-1.58929
BMP10;-6.98089
BMP15;-4.65031
BMP2;-2.35713
BMP2K;-0.036186
BMP3;2.54746
BMP4;-2.44108
BMP5;-2.29225
BMP7;4.39322
BMPR1A;-8.67652
BMPR1B;-1.39019
BMPR2;-2.60879
BNC1;3.21608
BNC2;-8.59233
BNIP1;-4.64532
BNIP2;0.0001103
BNIP3;0.070538
BNIP3L;-0.061024
BOLA1;0.017432
BOP1;9.08493
BORA;7.18549
BORCS6;-6.42159
BORCS8;4.71076
BPESC1;5.38054
BPGM;-1.13225
BPHL;-1.48675
BPI;5.92525
BPIFA1;-8.94349
BPNT1;9.80983
BPTF;-5.83064
BPY2;3.09688
BRAP;-3.39844
BRCA1;4.49928
BRCA2;4.15864
BRCC3;4.34856
BRD2;-2.29501
BRD3;-4.88489
BRD3OS;-5.57064
BRD4;0.073837
BRD7;2.94104
BRD8;-0.029197
BRD9;4.84615
BRDT;-0.726965
BRF1;-3.52057
BRF2;3.56866
BRINP1;-3.53318
BRINP2;-4.54107
BRIP1;7.09148
BRIX1;7.42822
BRMS1;9.82993
BRPF1;8.89626
BRSK2;-6.80502
BRWD1;-0.067659
BSDC1;-1.38144
BSN;-1.36784
BSPRY;-4.52393
BST1;-0.088124
BST2;2.25522
BTAF1;-3.71922
BTBD1;-0.382193
BTBD18;-1.48863
BTBD2;-8.52211
BTBD3;2.09529
BTBD7;-7.97272
BTC;2.14688
BTD;-4.04675
BTF3;-5.02723
BTG1;-8.41826
BTG2;-1.11412
BTG3;0.081427
BTG4;4.49413
BTK;2.45369
BTN1A1;-2.58252
BTN2A1;-1.32973
BTN2A3P;-1.16311
BTN3A1;3.93828
BTN3A2;-9.21755
BTN3A3;6.51726
BTNL2;0.051168
BTNL8;7.58567
BTRC;-0.055889
BUB1B;0.018094
BUB3;-3.82375
BUD23;3.37317
BUD31;3.45026
BZW1;-1.25044
BZW2;6.92528
C10orf88;-4.30759
C10orf95;4.11284
C11orf1;-1.90865
C11orf16;-4.36412
C11orf21;0.012428
C11orf24;0.194557
C11orf49;-4.11836
C11orf58;-1.43957
C11orf68;-2.13042
C11orf71;-7.83697
C11orf80;0.075833
C11orf95;0.022104
C12orf10;-4.16475
C12orf29;-0.066772
C12orf4;3.76362
C12orf43;-3.31394
C14orf132;-0.018501
C14orf93;-3.54858
C15orf39;4.44577
C16orf58;-3.78321
C16orf70;-0.178232
C16orf71;8.97463
C16orf72;3.58959
C17orf53;7.46908
C17orf75;0.013805
C17orf80;-7.07592
C18orf25;-7.98097
C19orf24;4.74627
C19orf53;0.0268485
C19orf54;-3.80777
C19orf57;4.89645
C19orf73;3.14666
C1D;-9.49209
C1GALT1;7.27642
C1GALT1C1;3.00472
C1orf105;-5.87473
C1orf109;6.96563
C1orf112;8.29279
C1orf115;-0.086804
C1orf159;-2.90108
C1orf174;2.36906
C1orf21;-2.39773
C1orf216;-1.71632
C1orf50;-1.38061
C1orf54;-2.30186
C1orf56;-3.15491
C1orf61;2.36107
C1orf68;-2.31955
C1QA;0.012322
C1QB;0.00013316
C1QBP;3.20051
C1QL1;3.33206
C1QTNF1;-0.114224
C1QTNF3;-1.94599
C1R;-3.05591
C1RL;-4.84827
C1S;-1.42129
C2;-2.65232
C20orf27;4.28899
C21orf62;0.023321
C22orf24;-9.88965
C22orf31;5.01001
C22orf46;-1.20366
C2CD2;-2.52788
C2CD2L;-8.87381
C2CD3;-1.50834
C2CD5;-0.861989
C2orf27A;-9.89073
C2orf42;-0.0029548
C2orf49;6.01624
C2orf68;-7.73826
C2orf72;-3.62907
C2orf83;-6.70128
C3;-1.95038
C3AR1;3.37953
C3orf14;-8.67484
C3orf18;-2.06686
C3orf36;5.51429
C3orf52;-3.34657
C4BPA;-1.37016
C4BPB;2.59007
C4orf19;2.20487
C5;-0.962091
C5AR1;4.18994
C5AR2;-0.086771
C5orf15;-0.057945
C5orf22;9.06322
C5orf30;-1.25779
C6;-0.054534
C6orf120;-8.57266
C6orf15;3.15337
C6orf47;8.05693
C6orf62;8.36915
C7;-0.023294
C7orf69;0.015457
C8A;3.00597
C8G;4.76547
C8orf33;0.058916
C8orf44;-3.54532
C9;3.56594
C9orf116;-1.30464
C9orf16;-6.12135
C9orf40;3.80683
C9orf78;-2.81084
CA1;2.59143
CA10;2.98257
CA11;-6.12584
CA12;-0.0223924
CA14;-2.65228
CA2;2.87073
CA3;-1.12667
CA4;-0.033347
CA5A;5.05096
